comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback,meta,is_avoided,attribute,vt_display,is_charging_arc,vt,enable_vt
120,201,33471,http://i2.hdslb.com/bfs/archive/2aa7b213c4a6020d0601cfca559acc92355728c5.jpg,,"#真的有那么多套套过敏的吗# 

假期刚刚结束，收到不少私信反映说：对方表示套套过敏，所以能不能不戴……

秉持着手把手教学的原则，咱们与其陷入两难的选择，不如直接教大家如何揭……不是，如何鉴别套套过敏，这样一目了然，不仅减少不必要的争执，实现最基本的保护，同时也能培养我们说话要有理有据的习惯。

总之，手把手教学，包教包会！

我是六层楼，我爱这个世界。",1,来，让我看看还有谁说套套过敏？| 手把手教学vol.2,0,六层楼先生,103388721,1696653526,02:45,45,534407559,BV1pu411M7Jz,False,0,0,0,0,,0,0,,False,0,0
347,201,47792,http://i2.hdslb.com/bfs/archive/820c92af09dda876383d4a4ca528a13b64190197.jpg,,"「姐妹们，错误减脂真的有可能把自己搞停经啊！」

这是最近一封私信里的姑娘希望我提醒大家的一件事，确实经常遇到姑娘为了快速减脂，采用了不科学的方法，结果导致自己确实瘦下来了，但要么自己停经了，要么健康出现了问题……这里面不仅涉及到人们对于「脂肪」的误解，同时也说明确实有不少人有减脂塑形的需求，但是对于如何兼顾精准科学以及健康便捷，这成了我科普时的难题。

因为，我可以简单说一句：管住嘴，迈开腿。

但是怎么管？怎么判断管住没管住？单纯靠吃得少，万一出现停经、营养不良等健康隐患怎么办？而且怎么才能做到在健康",1,姐妹们，错误减脂真的可能导致绝经啊！,0,六层楼先生,103388721,1695630634,10:27,129,533898129,BV1Ju41137Yp,False,0,0,0,0,,0,0,,False,0,0
3172,201,1054554,http://i2.hdslb.com/bfs/archive/b3a02a2d74bc7596f4067cf4ee26dbf0d4167c8f.jpg,,"看到「边缘」你会想到什么？

虽然每个人的理解不一样，但大体我们的感受是类似的，这个词也经常用来进行分类，比如在性的行为上，也会分为核心的，边缘的，类似的……但这种分类方式是如何形成的？人们为什么要这样分？以及人们为什么会选择边缘性的行为？……

还有很多问题，如迷雾一般萦绕在边缘性的行为上空，这一期我们决定试着走进这团迷雾，试着探索一下伴侣之间的那些边缘性的行为。

如果你有什么想法和建议可以在评论区讨论，或许下一期我们可以做得更好。

我是六层楼，我爱这个世界。",1,【长谈】边缘性行为，为什么是边缘的？,0,六层楼先生,103388721,1695355651,16:12,1899,448842512,BV1Nj41187sa,False,0,0,0,0,,0,0,,False,0,0
122,158,25320,http://i0.hdslb.com/bfs/archive/2007cbdbf51590c378d63e3b14e34db55b7f08c2.jpg,,"【BUSG】Be Yourself Girl 2023 秋冬新品上新啦！

这次给大家带来1款Polo领卫衣，1款圆领印花卫衣（两色），1组卫衣帽衫卫裤套装（两色），还有小彩蛋！

本季的主题是：Health is Wealth。

当然，我自己更喜欢的是：Keep Healthy Then Be Rich!

总之，希望大家可以喜欢，但还是那句话：其实，大家都不缺衣服，只要记住上面几句话就可以，完全没必要浪费钱。感谢大家可以跟我一起分享喜悦~

我是六层楼，我爱这个世界。",1,【新品上架】我是真的喜欢做衣服！不是闹着玩儿的~,0,六层楼先生,103388721,1695096000,13:34,156,618512212,BV1jh4y1A7e8,False,0,0,0,0,,0,0,,False,0,0
487,201,283368,http://i2.hdslb.com/bfs/archive/1def3d1232886a17c95017fb950d34ec300dc78c.jpg,,"之前科普生育损伤的时候，有人问我：哪些生育损伤，是无论选择何种分娩方式，都会遇到的啊？

第一时间我想到的就是：腰痛。因为真的是每一位产后的妈妈都会提到自己的腰痛，只要腰一痛起来，那简直是站不起来，坐不下去，走不了路，做不了事……严重影响生活质量。

虽然每个人的程度不同，但是腰痛几乎是都存在的，一方面是人体结构本身决定了我们的腰，无论生不生孩子都很容易发生疼痛，另外一方面也是想要寻求缓解腰痛的办法。

所以这期视频，咱们从原理到方法，再到具体的选择，包括我为此做的研究和思考都毫无保留地分享给大家，希望大",1,几乎所有妈妈都有过的痛,0,六层楼先生,103388721,1694833200,07:11,126,831013148,BV1L34y1P7f7,False,0,0,0,0,,0,0,,False,0,0
119,201,27023,http://i2.hdslb.com/bfs/archive/3e3d64deb8d749d670d0a76e9a38c524e8cb0e63.jpg,,"看着HPV不转阴就害怕，难道什么都不能做？
只有眼睁睁看着病变发生，才能处理吗？
我就不能为自己做些什么吗？
我要去做活检吗？
要手术吗？
……

每次科普HPV都会产生更多疑问，而这些疑问常常是没办法给出确切答案的，哪怕到了临床也很难给出让人踏实的结论……到底是哪里出了问题？为什么提到HPV还有那么多未知？

其实，归根结底是目前临床上的常规检查方式，逐渐无法满足人们对于HPV的关注和在意，人们需要新的检查方式给出更加确切的答案，让我们从未知变成已知，害怕变为踏实。

我会始终帮大家盯着那些新的技术和检",1,HPV还没转阴，我能做点什么？,0,六层楼先生,103388721,1694666520,06:23,31,660921588,BV1Hh4y1Y79X,False,0,0,0,0,,0,0,,False,0,0
1724,201,195034,http://i0.hdslb.com/bfs/archive/7aa3d7a680ff3c17b5c491ea28eeec2f23ddb57a.jpg,,"之前有人问我：你作为前妇产科医生，是如何挑选或推荐卫生巾的？

但当时我没有深入去想，因为我相信很多人都已经找到自己的梦中情巾了，我再来分享这个，难免会有人说：你一个男的懂什么啊……

后来，有学校的老师希望我分享一些挑选方法，这样就可以发给班上的学生学习，外加上办公室的女同事也希望看看横向测评，虽然现在用的挺好，但也希望能够发现更好的。

我想着或许可以针对几个关键维度进行横向测评实验，不仅把整个过程呈现出来，也能给大家提供一些参考，而且整个实验做下来，确实有好的产品，我可以买回来放在办公室供同事们使用",1,【硬核科普】斥巨资横向测评 选出「梦中情巾」！,0,六层楼先生,103388721,1694514600,11:02,967,405956663,BV12V411P71S,False,0,0,0,0,"{'id': 248717, 'title': '硬核实物科普', 'cover': 'https://archive.biliimg.com/bfs/archive/3c92bb9d671358c685c6d2f3144c6c1257a087a9.jpg', 'mid': 103388721, 'intro': '用硬核的方式来呈现专业的健康科普内容', 'sign_state': 0, 'attribute': 140, 'stat': {'season_id': 248717, 'view': 3112528, 'danmaku': 14681, 'reply': 12278, 'favorite': 54525, 'coin': 100601, 'share': 50143, 'like': 235042, 'mtime': 1696822334, 'vt': 0, 'vv': 0}, 'ep_count': 8, 'first_aid': 679421455, 'ptime': 1694514600, 'ep_num': 8}",0,0,,False,0,0
2644,201,560692,http://i2.hdslb.com/bfs/archive/36d9129673d71dc5c85f702360a75f4ced11e8ab.jpg,,"几年前，我刚刚开始做B站视频，发的第一条视频就是关于这个问题的……只不过当时审核没通过。

几年后，我卷土重来，目的跟当初一样，还是希望手把手教大家一些基础的健康保护技能。

嗯，如果你已经会了，可以来查漏补缺，如果你还不会，那正好来学习，如果你觉得用不上，那就分享给用得上的人。总之，技多不压身，希望对大家有帮助。

我是六层楼，我爱这个世界。",1,来，让我看看谁还不会正确戴套？| 手把手教学vol.1,0,六层楼先生,103388721,1694060350,04:19,1355,233242610,BV1i8411B7XW,False,0,0,0,0,,0,0,,False,0,0
1428,201,190587,http://i2.hdslb.com/bfs/archive/2ed71d598deeec5b20637d7fe9160cebc4ea2c1b.jpg,,"有些患者，只要见一次就很难忘记。
有些疾病，只要见一次也会牢牢记住。
……
如果这两者集合在一起，或许就能看到更多人间冷暖。

希望这期视频可以给大家带来更多思考。

我是六层楼，我爱这个世界。",1,【人间冷暖】年仅32岁，不仅头发掉光，而且还绝经了……,0,六层楼先生,103388721,1693822502,09:28,1452,660621615,BV1ah4y1e7Eb,False,0,0,0,0,,0,0,,False,0,0
1084,201,226703,http://i1.hdslb.com/bfs/archive/950535e45af5fc270a2933bb50f1c0a2fdb1b08b.jpg,,"现实生活里，把生孩子当做自己人生必经之路的人很多，她们在生孩子之前，几乎所有思考和选择，都要以确保自己可以「按时」完成生孩子这件事情为前提……这就造成了很多人在面对选择时，并不总是把自己放在第一位的。

嗯，正如我们经常说：我们是自己健康的第一责任人。

这句话没错，但当一个人的肩膀上放了很多责任，并且被告知肩上的所有责任，你都是第一责任人……这个时候又该如何取舍呢？

视频里的人，给出了答案，或许你看完，也可以找到属于你的答案……评价别人很容易，但找到自己的答案，还挺难的。

我是六层楼，我爱这个世界。",1,【人间冷暖】终于生完孩子了，轮到治我的病了……,0,六层楼先生,103388721,1693195431,07:54,361,830261516,BV1Vu4y1D7cD,False,0,0,0,0,"{'id': 248724, 'title': '妇产科的人间冷暖', 'cover': 'https://archive.biliimg.com/bfs/archive/20e95f0c821aba131f6b89105f84096e1a60fa52.jpg', 'mid': 103388721, 'intro': '通过分享真实的病例，来让大家对于疾病、健康和人性有更加深入的了解。', 'sign_state': 0, 'attribute': 140, 'stat': {'season_id': 248724, 'view': 31011857, 'danmaku': 222889, 'reply': 123717, 'favorite': 166210, 'coin': 377149, 'share': 357122, 'like': 1780353, 'mtime': 1696822272, 'vt': 0, 'vv': 0}, 'ep_count': 42, 'first_aid': 679296864, 'ptime': 1693195431, 'ep_num': 42}",0,0,,False,0,0
