comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback,meta,is_avoided,attribute,vt_display,is_charging_arc,vt,enable_vt
1,201,97,http://i0.hdslb.com/bfs/archive/cdbec6d83b3caa16bb0470779a03a867bbbf5215.jpg,,内裤上的分泌物发黄，就是有妇科问题吗？,1,内裤上的分泌物发黄，就是有妇科问题吗？,0,妇产科的陈大夫,31006543,1696809170,00:48,0,534483895,BV1ou411M7ZS,False,0,0,0,0,,0,0,,False,0,0
0,201,732,http://i2.hdslb.com/bfs/archive/893089e037ec80971187a197c0b1e6c2187b6432.jpg,,月经结束后出现褐色分泌物是什么原因？答案（多的）让你惊掉下巴！,1,月经结束后出现褐色分泌物是什么原因？答案（多的）让你惊掉下巴！,0,妇产科的陈大夫,31006543,1695077063,00:48,0,321188402,BV16w411e7Ri,False,0,0,0,0,,0,0,,False,0,0
0,201,319,http://i1.hdslb.com/bfs/archive/43cced7a953168c41a4cabb02d3f1a2644ca5912.jpg,,一起来看看经期绝对不能做的妇科检查有哪些（换句话说，另有些妇科检查在经期也能做）,1,一起来看看经期绝对不能做的妇科检查有哪些（换句话说，另有些妇科检查在经期也能做）,0,妇产科的陈大夫,31006543,1694646340,00:46,0,830885088,BV1L34y1K7DN,False,0,0,0,0,,0,0,,False,0,0
0,201,276,http://i1.hdslb.com/bfs/archive/f846e23d36e64e6142b90f8d2fffc20c0301f3eb.jpg,,科普一下女生必须知道的妇科检查有哪些，以及它们的适用范围,1,女生必须知道的五个妇科检查！,0,妇产科的陈大夫,31006543,1694044852,01:15,0,915748269,BV1bu4y1k7Fm,False,0,0,0,0,,0,0,,False,0,0
1,201,485,http://i1.hdslb.com/bfs/archive/5174287ca841faf94d817ded50ba32db54c78053.jpg,,文案：性激素六项什么时候检查比较好？,1,文案：性激素六项什么时候检查比较好？,0,妇产科的陈大夫,31006543,1693012820,00:50,0,405166160,BV1wG411Z7XR,False,0,0,0,0,,0,0,,False,0,0
2,201,586,http://i1.hdslb.com/bfs/archive/406af448b97c8a20316fb85f928c3a78efd00743.jpg,,为什么私处炎症总是反反复复？,1,为什么私处炎症总是反反复复？,0,妇产科的陈大夫,31006543,1690931563,00:41,0,829127857,BV1Nu4y1m73s,False,0,0,0,0,,0,0,,False,0,0
3,201,632,http://i1.hdslb.com/bfs/archive/8c5f34e506eb53f44f121da8aca1bf8cf5724eef.jpg,,这些妇科知识，男朋友也要知道！,1,这些妇科知识，男朋友也要知道！,0,妇产科的陈大夫,31006543,1690245755,01:05,0,403843848,BV1qV411L7LR,False,0,0,0,0,,0,0,,False,0,0
3,201,352,http://i0.hdslb.com/bfs/archive/dbb1f4842be84871121004f1b306c62bcd31526b.jpg,,无锡3岁女童事件水落石出，那么这个受争议的“幼儿外阴炎”到底是什么病？,1,无锡3岁女童事件水落石出，那么这个受争议的“幼儿外阴炎”到底是什么病？,0,妇产科的陈大夫,31006543,1689151728,00:49,0,358335294,BV1fX4y1e7t3,False,0,0,0,0,,0,0,,False,0,0
0,201,1081,http://i0.hdslb.com/bfs/archive/5d0758c9bd211d7e536335a289b7d1befc00be8e.jpg,,内裤上的分泌物发黄就是有妇科问题吗？,1,内裤上的分泌物发黄就是有妇科问题吗？,0,妇产科的陈大夫,31006543,1686527718,00:48,0,399695280,BV1Eo4y1J7u7,False,0,0,0,0,,0,0,,False,0,0
0,201,433,http://i1.hdslb.com/bfs/archive/c0bb4c9ad08dd4fe6d902ee3cdf26695ed48bc44.jpg,,没有X生活也会得妇科病吗？,1,没有X生活也会得妇科病吗？,0,妇产科的陈大夫,31006543,1686525416,01:05,0,784733666,BV1i14y1S7jV,False,0,0,0,0,,0,0,,False,0,0
3,201,662,http://i0.hdslb.com/bfs/archive/0db8a4ee628fd79bb7c21ecba684aa94fceb3fe3.jpg,,妇科医生告诉你:这个妇科检查别随便做！,1,妇科医生告诉你:这个妇科检查别随便做！,0,妇产科的陈大夫,31006543,1685749844,00:48,0,656802803,BV14h4y1d7yE,False,0,0,0,0,,0,0,,False,0,0
2,201,341,http://i0.hdslb.com/bfs/archive/80dc03cfb2d340418d8ff28cb4b117b62351eccd.jpg,,乳腺增生？卵巢囊肿？子宫肌瘤？这3个妇科常识，女生一定要了解,1,乳腺增生？卵巢囊肿？子宫肌瘤？这3个妇科常识，女生一定要了解,0,妇产科的陈大夫,31006543,1685527462,00:56,0,529347717,BV1du411p7HP,False,0,0,0,0,,0,0,,False,0,0
0,201,411,http://i2.hdslb.com/bfs/archive/ccfa3abfedb0a1ce59676dd4832bee4f016f947c.jpg,,关于月经，来说几个大家都应该知道的常识，辟几个常见的谣。虽然常见，但非常重要，建议大家收好～,1,关于月经，来说几个大家都应该知道的常识，辟几个常见的谣。虽然常见，但非常重要，建议大家收好～,0,妇产科的陈大夫,31006543,1684711808,01:07,0,443908483,BV1mL411B7Rz,False,0,0,0,0,,0,0,,False,0,0
0,201,310,http://i1.hdslb.com/bfs/archive/72962fee8c7d270a18a421266282650f9684ebb4.jpg,,母亲节，当然要说点母亲用的到的科普。今天来说说腰酸腰痛，以及相应的病因和解决办法,1,母亲节，当然要说点母亲用的到的科普。今天来说说腰酸腰痛，以及相应的病因和解决办法,0,妇产科的陈大夫,31006543,1684022406,01:00,0,741011483,BV1gk4y177TC,False,0,0,0,0,,0,0,,False,0,0
5,201,304,http://i0.hdslb.com/bfs/archive/d5c79851c92753ea0204b671f9996856d0269f0a.jpg,,陈大夫带你们看个海天一色（都是黑色），顺便，再装个逼~,1,陈大夫带你们看个海天一色（都是黑色），顺便，再装个逼~,0,妇产科的陈大夫,31006543,1683502894,00:31,0,355901657,BV1QX4y127Jn,False,0,0,0,0,,0,0,,False,0,0
4,201,739,http://i0.hdslb.com/bfs/archive/ad4c4eea1a1bf033ec2ddf5367167fadb999c9bc.jpg,,女性结扎术是什么？今天就带大家了解,1,女性结扎术是什么？今天就带大家了解,0,妇产科的陈大夫,31006543,1682550052,01:49,1,867952949,BV1PV4y1Z7Q4,False,0,0,0,0,,0,0,,False,0,0
71,201,14096,http://i0.hdslb.com/bfs/archive/88478a561e4736c7f79d49b2b6543294586b0c01.jpg,,介绍一种靠谱的避孕方式——皮埋术,1,介绍一种靠谱的避孕方式——皮埋术,0,妇产科的陈大夫,31006543,1682292645,01:56,2,527846925,BV1dM411V7vw,False,0,0,0,0,,0,0,,False,0,0
2,201,495,http://i2.hdslb.com/bfs/archive/8bb9dfef280057666a1441a1e1c60a9a2331d700.jpg,,流感高发，新冠抬头，如何分辨这两者？,1,流感高发，新冠抬头，如何分辨这两者？,0,妇产科的陈大夫,31006543,1680992276,01:43,0,354686666,BV1qX4y167Yx,False,0,0,0,0,,0,0,,False,0,0
